text,ver,post_date
facebook login lntegrat websit success login facebook get error invalid scope usercheckin messag shown develop user app will ignor permiss present pleas read document valid permiss httpsdevelopersfacebookcomdocsfacebookloginpermiss code ltdoctyp htmlgt lthtmlgt ltheadgt ltmeta charsetutf8gt lt can use open graph tag custom link preview learn httpsdevelopersfacebookcomdocssharingwebmast gt ltmeta propertyogurl contenthttpwwwdomaincompagehtml gt ltmeta propertyogtyp contentwebsit gt ltmeta propertyogtitl content websit titl gt ltmeta propertyogdescript content descript gt ltmeta propertyogimag contenthttpwwwdomaincompathimagejpg gt lttitlegtangularquickstartlttitlegt ltbase hrefgt ltmeta nameviewport contentwidthdevicewidth initialscale1gt ltlink relicon typeimagexicon hreffaviconicogt ltscript srchttpsajaxgoogleapiscomajaxlibsjquery311jqueryminjsgtltscriptgt ltscript srchttpsmaxcdnbootstrapcdncombootstrap337jsbootstrapminjsgtltscriptgt ltlink relstylesheet hrefhttpsmaxcdnbootstrapcdncombootstrap337cssbootstrapmincssgt ltlink relstylesheet hrefhttpmaxcdnbootstrapcdncomfontawesome410cssfontawesomemincssgt ltscript hrefhttpscdnjscloudflarecomajaxlibsng2bootstrap1116ng2bootstrapumdminj gt ltscriptgt ltlink rel hrefhttpscdnjscloudflarecomajaxlibstwitterbootstrap400alpha5cssbootstrapflexmincss gt ltlink rel hrefhttpscdnjscloudflarecomajaxlibstwitterbootstrap400alpha5cssbootstrapflexmincssmap gt ltlink rel hrefhttpscdnjscloudflarecomajaxlibstwitterbootstrap400alpha5cssbootstrapgridcssmap gt lt ltscript srcfbsdkjsgtltscriptgt gt ltheadgt ltbodygt ltscriptgt call result fbgetloginstatus function statuschangecallbackrespons responsestatus connect log app facebook testapi els responsestatus notauthor person log facebook app documentgetelementbyidstatusinnerhtml pleas log app fblogout els person log facebook sure log app documentgetelementbyidstatusinnerhtml pleas log facebook function facebooklogin fbloginfunctionrespons statuschangecallbackrespons responseauthrespons consolelogauthent locationreload whatev want els consolelogus cancel login fulli author scope emailusercheckin windowfbasyncinit function alerttest fbinit appid xxx channelurl channel file requir leav empti status true oauth true cooki true enabl cooki allow server access session xfbml true pars social plugin page version v28 use graph api version 28 load sdk asynchron functiond s id var js fjs dgetelementsbytagnames0 dgetelementbyidid return js dcreateel jsid id jssrc connectfacebooknetenussdkj fjsparentnodeinsertbeforej fjs document script facebookjssdk run simpl test graph api login success see statuschangecallback call made function testapi consolelogwelcom fetch inform fbapi functionrespons consolelog fb login respons consolelogrespons consolelogsuccess login responsenam documentgetelementbyidstatusinnerhtml thank log responsenam ltscriptgt ltinput typebutton onclickfacebooklogin valuefblogin gt ltdiv idstatusgt ltdivgt ltbodygt lthtmlgt yesterday work can get respons success login today get error thank,3,2017-01-05
twitter hmacsha1 signatur creation c tri implement twitter sign via c amp get 401 unauthor error authent help tri diagnos problem want make sure signatur creation work correct twitter document page signatur creation written simpl unit test generat signatur base valu specifi document howev test fail get differ signatur string valu document wrong t code use howev c twitter code seen use similar hash code testmethod public void twittersignaturecr var signingkey kacsoqf21fu85e7zjz7zn2u4zrhfv3wpwpaoe3z7kbwamplswwdouaivs8ltytt5jkrh4j50vupvvhtr2ypi5k var basestr postamphttps3a2f2fapitwittercom2f112fstatuses2fupdatejsonampincludeentities3dtrue26oauthconsumerkey3dxvz1evfs4weeptgefphbog26oauthnonce3dkyjzvbb8y0zfabxswbwovy3uysq2ptgmzenu2vs4cg26oauthsignaturemethod3dhmacsha126oauthtimestamp3d131862295826oauthtoken3d370773112gmhxmagyylbnetikzernfsmkpr9eymzes9wejaeb26oauthversion3d1026status3dhello2520ladies2520252b2520gentlemen252c2520a25 var hmac new hmacsha1 encodingasciigetbyt signingkey var hash hmaccomputehash encodingasciigetbyt basestr var signaturestr converttobase64str hash var expectedsignaturestr hctsmyhihyceqbwre7c7hymtuk assertareequ expectedsignaturestr signaturestr assertareequ fail expectedlthctsmyhihyceqbwre7c7hymtukgt actuallthohjgzpmpztxhcteluis1vdhuh8gt,3,2018-04-09
nelmioapidocbundl support swagger 20 work symfoni 2 project nelmioapidocbundl v2130 dumpth swaggercompli json api definit base swagger 12 witch old version search lot nelmioapidocbundl support swagger 20 without good respons tyhe link found twitter 1 twitter 2 gitlab like know nelmioapidocbundl support swagger 20 anoth bundl can replac bundl,3,2017-01-05
regist use avro schema confluent kafka connect spark quit understand can regist schema use jdbc sourc sink connector read data spark avro schema like use retriev record ms sql databas type record name myrecord field name int1 type int name str1 type string name str2 type string want use schema sourc connector name mssqlsourc config connectorclass ioconfluentconnectjdbcjdbcsourceconnector keyconvert ioconfluentconnectavroavroconvert keyconverterschemaregistryurl httplocalhost8081 valueconvert ioconfluentconnectavroavroconvert valueconverterschemaregistryurl httplocalhost8081 incrementingcolumnnam int1 tasksmax 1 tablewhitelist hello mode increment topicprefix mssql name mssqlsourc connectionurl jdbcsqlserverxxxxxxxdatabasenamexxxusernamexxpasswordxx spark consum use import comtwitterbijectioninject import comtwitterbijectionavrogenericavrocodec import kafkaserializerdefaultdecod import kafkaserializerstringdecod import orgapacheavroschema import orgapacheavrogenericgenericrecord import orgapachesparksparkconf import orgapachesparkapijavajavasparkcontext import orgapachesparkstreamingdur import orgapachesparkstreamingapijavajavapairinputdstream import orgapachesparkstreamingapijavajavastreamingcontext import orgapachesparkstreamingkafkakafkautil import javautilcollect import javautilhashmap import javautilmap import javautilset public class sparkavroconsum privat static injectionltgenericrecord bytegt recordinject privat static final string userschema typerecord namemyrecord field nameint1 typeint namestr1 typestr namestr2 typestr static schemapars parser new schemapars schema schema parserparseuserschema recordinject genericavrocodecstobinaryschema public static void mainstr arg sparkconf conf new sparkconf setappnamekafkasandbox setmasterloc javasparkcontext sc new javasparkcontextconf javastreamingcontext ssc new javastreamingcontextsc new duration2000 setltstringgt topic collectionssingletonmssqlhello mapltstr stringgt kafkaparam new hashmapltgt kafkaparamsputmetadatabrokerlist localhost9092 kafkaparamsputmetadatabrokerlist localhost9092 kafkaparamsputschemaregistryurl httplocalhost8081 javapairinputdstreamltstr bytegt directkafkastream kafkautilscreatedirectstreamssc stringclass byteclass stringdecoderclass defaultdecoderclass kafkaparam topic directkafkastream mapmessag gt recordinjectioninvertmessage2get foreachrddrdd gt rddforeachrecord gt systemprintlnint1 recordgetint1 str1 recordgetstr1 str2 recordgetstr2 sscstart sscawaittermin,2,2018-04-09
tweepi error 401 return execut user use follow code twitter sentiment analysi stream analys data return error code use naiv bay algorithm text analysi work twitter user friend around 20 import re import tweepi import sys import time sensitivedata import datasetfeaturesetnoofitem consumerkey xxxxxxxxxxxxxxx consumersecret xxxxxxxxxxxxxxxxxxxxxx accesstoken xxxxxxxxxxx accesstokensecret xxxxxxxxxxxxx auth tweepyoauthhandlerconsumerkey consumersecret authsetaccesstokenaccesstoken accesstokensecret api tweepyapiauth def calcprobwordcategori word featureset word datasetcategori return 0 return floatdatasetcategorywordnoofitemscategori def weightedprobwordcategori basicprobcalcprobwordcategori word featureset totsumfeaturesetwordvalu els tot0 weightprob1005totbasicprob10tot return weightprob def testprobtestcategori splitdataresplitzaz test data splitdata split j j data dataappendjlow elif len gt 2 data dataappendlow p1 data pweightedprobcategori return p def naivebayestest result datasetkey catprobfloatnoofitemssumnoofitemsvalu testprob1testprobtest resultstestprob1catprob return result nonbmpmap dictfromkeysrange0x10000 sysmaxunicod 1 0xfffd user tweepycursorapifriend screennameokkkk124item status tweepycursorapiusertimelinescreennameusersscreennameitems20 textstatusjsontexttranslatenonbmpmap resultnaivebayestext result1 gt result1 print usersscreennam post gtgtgtgtgtgt text error got rais tweeperrorerrormsg resp apicodeapierrorcodetweepyerror tweeperror twitter error respons status code 401 can somebodi help chang code remov error,2,2018-04-09
access histor twitter data via new sandbox api can access twitter histor data via new sandboxpremiumenterpris api made request api follow instruct curl httpsapitwittercom11tweetssearchproductlabeljsonquerytwitterdev205c22search20api5c22ampmaxresults500ampfromdateltyyyymmddhhmmgtamptodateltyyyymmddhhmmgt h author bearer token data appear now say error end,2,2018-04-09
multithread stream tweepi way implement multithread stream twitter use tweepi current use follow code import tweepi auth tweepyoauthhandlertwitterappkey twitterappsecret authsetaccesstokentwitterkey twittersecret api tweepyapiauth streamlisten tweepystreamlisten stream tweepystreamauthapiauth listenerstreamlisten streamfiltertracktoken asynctru streamfiltertracksettingstrackterm,1,2018-04-09
document claim api author first time make api request—eg searchtweet streamtweet getfollowers— browser window will open log twitter account agreeauthor rtweet applic that’ howev work follow rtweet tutori obtain use access token instal cran installpackagesrtweet load rtweet libraryrtweet also instal httpuv packag mention tutori get correspond error messag r error oauthlistenerauthorizeurl isinteract httpuv packag requir captur oauth credenti installpackageshttpuv creat twitter app correct callback url appstwitercom creat twitter app navig appstwittercom creat new app provid name descript websit choos exampl screenshot provid import callback url field make sure enter follow http1270011410 check yes agre click “creat twitter application” whatev name assign creat app appnam lt rtweettoken api key exampl real key key lt xyznzpfofzr2a39fwwkn1jp41 api secret exampl real key secret lt ctkgewmsevzqjukl6hhrbxbcybxi1xglqrd5ynpd9jg0sohzbd creat token name twittertoken twittertoken lt createtoken app appnam consumerkey key consumersecret secret final browser window open code execut someth like follow httplocalhost1410oauthtokenasdfasdfasdfaf5nawampoauthverifierdffasdfsdfsdfsdfsdfsk9jiqxdg6 show messag authent complet pleas close page return r now good go see also httpsdevelopertwittercomendocsbasicsauthenticationoverviewoauth,3,2018-04-10
spark program find popular hashtag twiiter tri run spark program will get popular hashtag current twitter will show top 10 hashtag suppli twiiter access token secret amp custom key secret via text file import orgapachesparkstreamingstreamingcontext import orgapachesparkstreamingsecond import orgapachesparkstreamingtwittertwitterutil object popularhashtag def setuplog import orgapachelog4j level logger val rootlogg loggergetrootlogg rootloggersetlevellevelerror def setuptwitt import scalaiosourc line lt sourcefromfilectwittertxtgetlin val field linesplit fieldslength 2 systemsetpropertytwitter4joauth fields0 fields1 def mainarg arraystr setuptwitt val ssc new streamingcontextlocal2 popularhashtag seconds1 setuplog val tweet twitterutilscreatestreamssc none val status tweetsmapstatus gt statusgettext val tweetword statusesflatmaptweettext gt tweettextsplit val hashtag tweetwordsfilterword gt wordstartswith val hashtagkeyvalu hashtagsmaphashtag gt hashtag1 val hashtagcount hashtagkeyvaluesreducebykeyandwindowxi gt x y xy gt x y seconds300 seconds1 val sortedresult hashtagcountstransformrdd gt rddsortbyx gt x2 fals sortedresultsprint ssccheckpointccheckpoint sscstart sscawaittermin error get one time get elaps everi second end error continu forev without show data can anyon pleas help understand error actual mean output 20180410 010400 info sparkcontext54 run spark version 230 20180410 010400 warn nativecodeloader62 unabl load nativehadoop librari platform use builtinjava class applic 20180410 010400 info sparkcontext54 submit applic popularhashtag 20180410 010400 info securitymanager54 chang view acl anantanuj 20180410 010400 info securitymanager54 chang modifi acl anantanuj 20180410 010400 info securitymanager54 chang view acl group 20180410 010400 info securitymanager54 chang modifi acl group 20180410 010400 info securitymanager54 securitymanag authent disabl ui acl disabl user view permiss setanantanuj group view permiss set user modifi permiss setanantanuj group modifi permiss set 20180410 010401 info utils54 success start servic sparkdriv port 56843 20180410 010401 info sparkenv54 regist mapoutputtrack 20180410 010401 info sparkenv54 regist blockmanagermast 20180410 010401 info blockmanagermasterendpoint54 use orgapachesparkstoragedefaulttopologymapp get topolog inform 20180410 010401 info blockmanagermasterendpoint54 blockmanagermasterendpoint 20180410 010401 info diskblockmanager54 creat local directori cusersanantanujappdatalocaltempblockmgrcd6b548a5acb44e9adf57e13f458d900 20180410 010401 info memorystore54 memorystor start capac 9048 mb 20180410 010401 info sparkenv54 regist outputcommitcoordin 20180410 010402 info log192 log initi 7536ms 20180410 010402 info server346 jetty93zsnapshot 20180410 010402 info server414 start 7634ms 20180410 010402 info abstractconnector278 start serverconnector1f3f02eehttp11http1100004040 20180410 010402 info utils54 success start servic sparkui port 4040 20180410 010402 info contexthandler781 start osjsservletcontexthandler71c27ee8jobsnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler1a6c1270jobsjsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler18a136acjobsjobnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler6dee4f1bjobsjobjsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler176b3f44stagesnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler6ee6f53stagesjsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler421bba99stagesstagenullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler66ac5762stagesstagejsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler797cf65cstagespoolnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler31bcf236stagespooljsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler4b3ed2f0storagenullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler4fad9bb2storagejsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler517d4a0dstoragerddnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler7862f56storagerddjsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler3a12c404environmentnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler1941a8ffenvironmentjsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler22d7b4f8executorsnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler149dd36bexecutorsjsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler38831718executorsthreaddumpnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler2c1156a7executorsthreaddumpjsonnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler33fe57a9staticnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler142269f2nullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler331acdadapinullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandler6aa3a905jobsjobkillnullavailablespark 20180410 010402 info contexthandler781 start osjsservletcontexthandlera22cb6astagesstagekillnullavailablespark 20180410 010402 info sparkui54 bound sparkui 0000 start httpdesktopaedi0r64040 20180410 010402 info executor54 start executor id driver host localhost 20180410 010402 info utils54 success start servic orgapachesparknetworknettynettyblocktransferservic port 56856 20180410 010402 info nettyblocktransferservice54 server creat desktopaedi0r656856 20180410 010402 info blockmanager54 use orgapachesparkstoragerandomblockreplicationpolici block replic polici 20180410 010402 info blockmanagermaster54 regist blockmanag blockmanageriddriv desktopaedi0r6 56856 none 20180410 010402 info blockmanagermasterendpoint54 regist block manag desktopaedi0r656856 9048 mb ram blockmanageriddriv desktopaedi0r6 56856 none 20180410 010402 info blockmanagermaster54 regist blockmanag blockmanageriddriv desktopaedi0r6 56856 none 20180410 010402 info blockmanager54 initi blockmanag blockmanageriddriv desktopaedi0r6 56856 none 20180410 010402 info contexthandler781 start osjsservletcontexthandler2dbf4cbdmetricsjsonnullavailablespark error except thread receiversupervisorfuture0 javalangabstractmethoderror orgapachesparkinternalloggingclassinitializelogifnecessaryloggingscala99 orgapachesparkstreamingtwittertwitterreceiverinitializelogifnecessarytwitterinputdstreamscala60 orgapachesparkinternalloggingclasslogloggingscala46 orgapachesparkstreamingtwittertwitterreceiverlogtwitterinputdstreamscala60 orgapachesparkinternalloggingclassloginfologgingscala54 orgapachesparkstreamingtwittertwitterreceiverloginfotwitterinputdstreamscala60 orgapachesparkstreamingtwittertwitterreceiveronstoptwitterinputdstreamscala106 orgapachesparkstreamingreceiverreceiversupervisorstopreceiverreceiversupervisorscala170 orgapachesparkstreamingreceiverreceiversupervisoranonfunrestartreceiver1applymcvspreceiversupervisorscala194 orgapachesparkstreamingreceiverreceiversupervisoranonfunrestartreceiver1applyreceiversupervisorscala189 orgapachesparkstreamingreceiverreceiversupervisoranonfunrestartreceiver1applyreceiversupervisorscala189 scalaconcurrentimplfuturepromisecompletingrunnableliftedtree11futurescala24 scalaconcurrentimplfuturepromisecompletingrunnablerunfuturescala24 javautilconcurrentthreadpoolexecutorrunworkerunknown sourc javautilconcurrentthreadpoolexecutorworkerrununknown sourc javalangthreadrununknown sourc time 1523302444000 ms time 1523302445000 ms time 1523302446000 ms,3,2018-04-09
check assumpt generat work python 3 write blog post generat context screenscap make lot request api base content largeish text file read nifti comic julia evan want check someth assum linux os x say make screenscrap scrapi import know scrapi qn might use context open file like went abl return scrapyrequest everi line pull largeish csv file opentop50csv csvfile url genurlscsvfil url url yield scrapyrequesturlurl callbackselfpars genurl function look like def genurlsfileobject true read line file seek til hit someth like n line fileobjectreadlin drop line left iter line break turn 1googlecomn just googlecom domain linesplit1 trimmeddomain domainrstrip yield httpdomainapiformattrimmeddomain work want understand happen hood pass csvfile genurl like url genurlscsvfil genurl understand work pull line time loop fileobjectreadlin yield yield httpdomainapiformattrimmeddomain hood think refer file descriptor readlin essenti seek forward file find next newlin n charact yield basic paus function next call next builtin next point resum loop next call implicit loop snippet look like url url yield scrapyrequesturlurl callbackselfpars pull line time file descriptor paus function yield end load stuff memori scrapi use event model can make bunch scrapyrequest object without immedi send bajillion http request satur network way scrapi also abl use thing like throttl quick sent mani sent concurr right main look mental model help think use generat python explain peopl rather gori detail use age without think happen figur ask might shed light,1,2018-04-10
handl error except max retri exceed url tunnel connect fail 407 proxi authent requir tri fetch twitter follow data use python tweepi face except frequent know occur handl one help solv also stop loop cursor fetch last follow account error ttpsconnectionpoolhostapitwittercom port443 max retri exceed url 11followerslistjsoncursor1516792635609098963ampid40car caus proxyerror connect proxi oserrortunnel connect fail 407 proxi authent requir code def processfollowerfollow mycod consumerkey consumersecret accesstoken accesstokensecret import sys import os import tweepi import time auth tweepyoauthhandlerconsumerkey consumersecret authsetaccesstokenaccesstoken accesstokensecret api tweepyapiauth waitonratelimittru waitonratelimitnotifytru getusertoqueri accountnam f openaccountfollowerslocation04012017json w encodingutf8 errorssurrogateescap tri follow tweepycursorapifollow id getusertoqueryitem printfollowernam processfollowerfollow except except e print fclose,3,2017-01-06
one option note move hidden input outsid divbtngroup nice border radius button group buttonclickfunct remov class select button parentsfieldsetfindbuttonremoveclassselect add class click button addclassselect updat hidden field valu parentsfieldsetfindinputtypehiddenv text select backgroundcolor redimport ltlink relstylesheet hrefhttpscdnjscloudflarecomajaxlibstwitterbootstrap337cssbootstrapcss gt ltscript srchttpsajaxgoogleapiscomajaxlibsjquery1111jqueryminjsgtltscriptgt ltscript srchttpscdnjscloudflarecomajaxlibstwitterbootstrap337jsbootstrapminjsgtltscriptgt ltfieldset idcardtypefieldsetgt ltlegendgtcard typeltlegendgt ltdiv classbtngroup btngroupjustifi rolegroupgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtvisaltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtmasterltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtamexltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtdiscoverltbuttongt ltdivgt ltdivgt ltinput typehidden namecardtyp valu gt ltfieldsetgt ltfieldset idtickettypefieldsetgt ltlegendgtticket typeltlegendgt ltdiv classbtngroup btngroupjustifi rolegroupgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtregularltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtvipltbuttongt ltdivgt ltdivgt ltinput typehidden nametickettyp valu gt ltfieldsetgt use bootstrap 4 ltlink relstylesheet hrefhttpsstackpathbootstrapcdncombootstrap410cssbootstrapmincss integritysha3849gvq4dyfwwwsjidznlewnxcjeswfphjiwgpxr1jddihoegiu1fwo5qrgvfxodjz4 crossoriginanonymousgt ltscript srchttpscodejquerycomjquery331slimminj integritysha384q8ix965dzo0rt7abk41jstqiaqvgrvzpbzo5smxkp4yfrvh8abtte1pi6jizo crossoriginanonymousgtltscriptgt ltscript srchttpscdnjscloudflarecomajaxlibspopperjs1140umdpopperminj integritysha384cschfzin24e4kmatldqdvsezgxagsi4hlgozlxwp5uzb1ly20vym2tatb4qvj crossoriginanonymousgtltscriptgt ltscript srchttpsstackpathbootstrapcdncombootstrap410jsbootstrapminj integritysha384uefmccjfjaiv6arwl4ahf99kvxdjwsu1z9vi8sknvmz4sk7bukt6v9ki65qnm crossoriginanonymousgtltscriptgt ltdiv classbtngroup btngrouptoggl datatogglebuttonsgt ltlabel classbtn btnsecondari activegt ltinput typeradio nameopt idoption1 autocomplet checkedgt activ ltlabelgt ltlabel classbtn btnsecondarygt ltinput typeradio nameopt idoption2 autocompletegt radio ltlabelgt ltlabel classbtn btnsecondarygt ltinput typeradio nameopt idoption3 autocompletegt radio ltlabelgt ltdivgt doc radio button,3,2018-04-10
case like use checkbox can css fit checkbox code will ltlink relstylesheet hrefhttpscdnjscloudflarecomajaxlibstwitterbootstrap337cssbootstrapcss gt ltscript srchttpsajaxgoogleapiscomajaxlibsjquery1111jqueryminjsgtltscriptgt ltscript srchttpscdnjscloudflarecomajaxlibstwitterbootstrap337jsbootstrapminjsgtltscriptgt ltfieldset idcardtypefieldsetgt ltlegendgtcard typeltlegendgt ltdiv classbtngroup btngroupjustifi rolegroupgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtvisaltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtmasterltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtamexltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtdiscoverltbuttongt ltdivgt ltinput typehidden namecardtyp valuegt ltdivgt ltfieldsetgt ltfieldset idtickettypefieldsetgt ltlegendgtticket typeltlegendgt ltdiv classbtngroup btngroupjustifi rolegroupgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtregularltbuttongt ltinput typecheckbox namebrows idc1 valuefirefoxgt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typecheckbox classbtn btndefaultgtvipltbuttongt ltinput typecheckbox namebrows idc1 valuefirefoxgt ltdivgt ltinput typehidden nametickettyp valuegt ltdivgt ltfieldsetgt pleas rememb edit last two button thank,3,2018-04-10
achiev expect result use option use click event ad class cardtypefieldset btnclickfunct cardtypefieldset clickedremoveclassclick addclassclick tickettypefieldset btnclickfunct tickettypefieldset clickedremoveclassclick addclassclick code sampl httpscodepenionagasaipenykzzld cardtypefieldset btnclickfunct cardtypefieldset clickedremoveclassclick addclassclick tickettypefieldset btnclickfunct tickettypefieldset clickedremoveclassclick addclassclick click color 333 backgroundcolor e6e6e6 import bordercolor red import ltlink relstylesheet hrefhttpscdnjscloudflarecomajaxlibstwitterbootstrap337cssbootstrapcss gt ltscript srchttpsajaxgoogleapiscomajaxlibsjquery1111jqueryminjsgtltscriptgt ltscript srchttpscdnjscloudflarecomajaxlibstwitterbootstrap337jsbootstrapminjsgtltscriptgt ltfieldset idcardtypefieldsetgt ltlegendgtcard typeltlegendgt ltdiv classbtngroup btngroupjustifi rolegroupgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtvisaltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtmasterltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtamexltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtdiscoverltbuttongt ltdivgt ltinput typehidden namecardtyp valuegt ltdivgt ltfieldsetgt ltfieldset idtickettypefieldsetgt ltlegendgtticket typeltlegendgt ltdiv classbtngroup btngroupjustifi rolegroupgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtregularltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtvipltbuttongt ltdivgt ltinput typehidden nametickettyp valuegt ltdivgt ltfieldsetgt,3,2018-04-10
bootstrap 337 button group 1 button can click form 2 button group like abl select option group code ltlink relstylesheet hrefhttpscdnjscloudflarecomajaxlibstwitterbootstrap337cssbootstrapcss gt ltscript srchttpsajaxgoogleapiscomajaxlibsjquery1111jqueryminjsgtltscriptgt ltscript srchttpscdnjscloudflarecomajaxlibstwitterbootstrap337jsbootstrapminjsgtltscriptgt ltfieldset idcardtypefieldsetgt ltlegendgtcard typeltlegendgt ltdiv classbtngroup btngroupjustifi rolegroupgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtvisaltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtmasterltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtamexltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtdiscoverltbuttongt ltdivgt ltinput typehidden namecardtyp valuegt ltdivgt ltfieldsetgt ltfieldset idtickettypefieldsetgt ltlegendgtticket typeltlegendgt ltdiv classbtngroup btngroupjustifi rolegroupgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtregularltbuttongt ltdivgt ltdiv classbtngroup rolegroupgt ltbutton typebutton classbtn btndefaultgtvipltbuttongt ltdivgt ltinput typehidden nametickettyp valuegt ltdivgt ltfieldsetgt,3,2018-04-10
async trio way solv hetting exampl raymond hetting gave talk concurr python one exampl look like import urllibrequest site httpswwwyahoocom httpwwwcnncom httpwwwpythonorg httpwwwjythonorg httpwwwpypyorg httpwwwperlorg httpwwwciscocom httpwwwfacebookcom httpwwwtwittercom httpwwwmacrumorscom httparstechnicacom httpwwwreuterscom httpabcnewsgocom httpwwwcnbccom url site urllibrequesturlopenurl u page uread printurl lenpag essenti go link print amount receiv byte take 20 second run today found trio librari quit friend api tri use rather basic exampl fail right first tri run around 20 second import urllibrequest import trio time site httpswwwyahoocom httpwwwcnncom httpwwwpythonorg httpwwwjythonorg httpwwwpypyorg httpwwwperlorg httpwwwciscocom httpwwwfacebookcom httpwwwtwittercom httpwwwmacrumorscom httparstechnicacom httpwwwreuterscom httpabcnewsgocom httpwwwcnbccom async def showlensit t1 timetim url site urllibrequesturlopenurl u page uread printurl lenpag printcod took run timetim t1 name main triorunshowlen site second one speed import urllibrequest import trio time site httpswwwyahoocom httpwwwcnncom httpwwwpythonorg httpwwwjythonorg httpwwwpypyorg httpwwwperlorg httpwwwciscocom httpwwwfacebookcom httpwwwtwittercom httpwwwmacrumorscom httparstechnicacom httpwwwreuterscom httpabcnewsgocom httpwwwcnbccom async def linkuserurl urllibrequesturlopenurl u page uread printurl lenpag async def showlensit t1 timetim url site await linkuserurl printcod took run timetim t1 name main triorunshowlen site exampl dealt use trio,2,2018-04-10
