title,Body,creationdate,acceptedanswerid,Score,tags,answercount,commentcount
"How to get this XmlAttribute","<p>From the MusicBrainz REST service, I get the following xml:</p>

<pre><code>&lt;artist-list offset=""0"" count=""59""&gt;
  &lt;artist type=""Person"" id=""xxxxx"" ext:score=""100""&gt;
  ...
</code></pre>

<p>Using WCF and XmlSerializationFormat, I'm able to get the type and id attributes... but How do I get the ""ext:score"" one?</p>

<p>This works:</p>

<pre><code>  public class Artist
  {
    [XmlAttribute(""id"")]
    public string ID { get; set; }

    [XmlAttribute(""type"")]
    public ArtistType Type { get; set; }
</code></pre>

<p>But this doesnt:</p>

<pre><code>[XmlAttribute(""ext:score"")]
public string Score { get; set; }
</code></pre>

<p>It produces a serialization exception. I've also tried just using ""score"", but it doesn't work.</p>

<p>Any help?</p>
","2010-04-29 09:54:08","2736452","2","<c#><xml><rest><musicbrainz>","2","0"
"Errors on kitchen converge step","<p>I'm trying to setup listenbrainz server <a href=""https://github.com/metabrainz/listenbrainz-server/"" rel=""nofollow"">https://github.com/metabrainz/listenbrainz-server/</a> but i have little/no knoledge about chef/ Vagrant setup.
I noticed 2 error in log file</p>

<p><a href=""https://gist.github.com/samithaj/dfb99dac67ca9b52ce9d"" rel=""nofollow"">https://gist.github.com/samithaj/dfb99dac67ca9b52ce9d</a></p>

<ol>
<li>ERROR: Failed to list data bag items in data bag: ""ssh_known_hosts""</li>
<li>Kitchen::ActionFailed
Message: SSH exited (1) for command: [sh -c '</li>
</ol>

<p>I tried googling but the results were specific on problems so i could't find i solution relevant to my setup</p>
","2016-03-06 06:26:16","","-1","<vagrant><chef><test-kitchen><musicbrainz>","1","0"
"Querying MusicBrainz search API via PHP script","<p>I'm trying to retrieve release info from the MusicBrainz database using a PHP script on my server. I have a list of songs, with song title and artist name, and I'm trying to retrieve the date of the first release of that song, along with other info about that release.</p>

<p>I realise that the search won't always be 100% accurate, but the list consists of fairly rare and unique songs so it should at least get me on a good track.</p>

<p>I've gotten pretty far with my script, it returns results and everything, but I'm unsure about how to write the query exactly. The documentation is quite confusing and doesn't feature an example where you search for both song title and artist.</p>

<p>This is my code:</p>

<pre><code>// this info is normally fetched from my DB, but just as a simple example (as it is returned):
$artist = ""ZZTop""; 
$song_title = ""It's only Love"";

// I'm having trouble with this part:
$mb_query = 'http://www.musicbrainz.org/ws/2/recording?query=' . $song_title .' ANDartist:' . $artist ;

$xml = simplexml_load_file($mb_query);

$releasedate = $xml-&gt;{'recording-list'}-&gt;recording[0]-&gt;{'release-list'}-&gt;release[0]-&gt;date;
</code></pre>

<p>At first I've tried to <code>rawurlencode()</code> the <code>$artist</code> and <code>$song_title</code>, but funnily enough, that didn't return any results, so I figured I'd just leave it as a plain string. The query returns results, but they are really off and I have the feeling only part of the query is getting picked up (for instance only the song title and not the artist).</p>

<p>Does anyone know the right way to do this?</p>
","2014-06-04 18:42:26","24228979","0","<php><xml><musicbrainz>","1","0"
"Getting album, album art, and run time info from musicbrainz","<p>Is there any way of getting a list of albums for an artist (band), along with a link to album art and runtime?</p>

<p>I've been given this endpoint, but the data it returns is confusing:
<a href=""http://musicbrainz.org/ws/2/recording?query=artist:%22Queen%22%20and%20type:album&amp;fmt=json"" rel=""nofollow noreferrer"">http://musicbrainz.org/ws/2/recording?query=artist:%22Queen%22%20and%20type:album&amp;fmt=json</a></p>

<p>The data isn't really organized around albums, and the ""length"" data returns something like 203000. But it's better if you see it in context, so here's the first bit of it (sorry I couldn't get it indented):</p>

<pre><code>{
""created"": ""2018-02-17T03:47:57.052Z"",
""count"": 9533710,
""offset"": 0,
""recordings"": [
{
""id"": ""c2e919f7-ecb9-4fdf-9162-3c26d0127fa0"",
""score"": ""100"",
""title"": ""Son and Daughter"",
""length"": 203000,
""video"": null,
""artist-credit"": [
{
""artist"": {
""id"": ""0383dadf-2a4e-4d10-a46a-e9e041da8eb3"",
""name"": ""Queen"",
""sort-name"": ""Queen"",
""disambiguation"": ""UK rock group"",
""aliases"": [
{
""sort-name"": ""Queen + Adam Lambert"",
""name"": ""Queen + Adam Lambert"",
""locale"": null,
""type"": null,
""primary"": null,
""begin-date"": ""2011"",
""end-date"": null
}
]
}
}
],
""releases"": [
{
""id"": ""bb19abaf-80b3-4a3e-846d-5f12b12af827"",
""title"": ""Queen"",
""status"": ""Official"",
""release-group"": {
""id"": ""810068af-2b3c-3e9c-b2ab-68a3f3e3787d"",
""primary-type"": ""Album""
},
""date"": ""1994"",
""country"": ""NL"",
""release-events"": [
{
""date"": ""1994"",
""area"": {
""id"": ""ef1b7cc0-cd26-36f4-8ea0-04d9623786c7"",
""name"": ""Netherlands"",
""sort-name"": ""Netherlands"",
""iso-3166-1-codes"": [
""NL""
]
}
}
],
""track-count"": 10,
""media"": [
{
""position"": 1,
""format"": ""CD"",
""track"": [
{
""id"": ""3a26455e-2660-30dc-a652-6a2b40f1fbe5"",
""number"": ""8"",
""title"": ""Son and Daughter"",
""length"": 203400
}
],
""track-count"": 10,
""track-offset"": 7
}
]
},
{
""id"": ""1783da6a-9315-3602-a488-1738eb733a0f"",
""title"": ""Queen"",
""status"": ""Official"",
""release-group"": {
""id"": ""810068af-2b3c-3e9c-b2ab-68a3f3e3787d"",
""primary-type"": ""Album""
},
""date"": ""1973-09-04"",
""country"": ""US"",
""release-events"": [
{
""date"": ""1973-09-04"",
""area"": {
""id"": ""489ce91b-6658-3307-9877-795b68554c98"",
""name"": ""United States"",
""sort-name"": ""United States"",
""iso-3166-1-codes"": [
""US""
]
}
}
],
</code></pre>

<p>If someone can explain this data to me, then I don't need another endpoint. But I've been hunting around the musicbrainz docs and they're not super helpful.</p>

<p>Preferably it would be with one call, but I can do successive calls if necessary.</p>

<p>Thanks for your help.</p>
","2018-02-17 23:41:37","48874364","0","<musicbrainz>","2","3"
"Musicbrainz querying artist and release","<p>I am trying to get an artist and their albums. So reading this page <a href=""https://musicbrainz.org/doc/Development/XML_Web_Service/Version_2"" rel=""nofollow"">https://musicbrainz.org/doc/Development/XML_Web_Service/Version_2</a> i created the following query to get Michael Jackson's albums</p>

<pre><code>http://musicbrainz.org/ws/2/artist/?query=artist:michael%20jackson?inc=releases+recordings
</code></pre>

<p>My understanding is to add <code>?inc=releases+recordings</code> at the end of the URL which should return Michael Jackson's albums however this doesnt seem to return the correct results or i cant seem to narrow down the results? I then thought to use the <code>{MBID}</code> but again thats not returned in the artists query (which is why im trying to use <code>inc</code> in my query)</p>

<pre><code>http://musicbrainz.org/ws/2/artist/?query=artist:michael%20jackson
</code></pre>

<p>Can anyone suggest where im going wrong with this?</p>
","2015-01-20 21:08:14","28071586","1","<web-services><musicbrainz>","1","1"
"Query SQL: List the pairs of artists who have never collaborated with each other but have collaborated with a third artist in common","<p>I have this table called FEATURING:</p>

<pre><code>* Artist_1,  join_phrase,  Artist_2 *

  Shakira       feat.      Rihanna  
  Eminem        feat.      Rihanna  
  Sia           feat.      Eminem  
  SeanPaul      feat.      Sia   
  Queen         feat.      DavidBowie
  LadyGaga      feat.      Beyonce   
  LadyGaga      feat.      Eminem   
</code></pre>

<p>I need to specify a SQL query that take pairs (<strong>name of Artist_1</strong>, <strong>name of Artist_2</strong>) of artists who have <strong>never</strong> collaborated with each other but have collaborated with another <strong>artist in common</strong></p>

<hr>

<p>for example:  X feat Y, Z feat Y ---> (X, Z) is the solution</p>

<hr>

<p>The result it would be:</p>

<pre><code>* Artist_1,  Artist_2 *

  Shakira    Eminem  
  Eminem     SeanPaul  
  Beyonce    Eminem  
  LadyGaga   Rihanna   
  Sia        Rihanna 
  Sia        LadyGaga
</code></pre>

<hr>

<p>How I can solve? Thank you very much!</p>
","2017-07-15 13:08:29","","0","<sql><database><musicbrainz>","2","6"
"Getting a tracklist from MusicBrainz","<p>I am trying to learn Python, and thought I'd learn by writing something I'd actually use. SO I'm trying to write a little script to rip some music CDs.</p>

<p>I am using the musicbrainzngs package. I would like to get the tracklist of the CD. My code currently:</p>

<pre><code>#! /usr/bin/env python

import argparse
import musicbrainzngs
import discid

musicbrainzngs.set_useragent(""Audacious"", ""0.1"", ""https://github.com/jonnybarnes/audacious"")

parser = argparse.ArgumentParser()
parser.add_argument(""--cdrom"", help=""provide the source of the cd"", default=""/dev/cdrom"")
args = parser.parse_args()

device = args.cdrom

print(""device: %s"" % device)
disc = discid.read(device)
print(""id: %s"" % disc.id)

try:
    result = musicbrainzngs.get_releases_by_discid(disc.id, includes=[""artists""])
except musicbrainzngs.ResponseError:
    print(""disc not found or bad response"")
else:
    if result.get(""disc""):
        print(""artist:\t%s"" %
            result[""disc""][""release-list""][0][""artist-credit-phrase""])
        print(""title:\t%s"" % result[""disc""][""release-list""][0][""title""])
    elif result.get(""cdstub""):
        print(""artist:\t"" % result[""cdstub""][""artist""])
        print(""title:\t"" % result[""cdstub""][""title""])
</code></pre>

<p>How can I get the tracklist, looking at the full results returned there is a <code>track-list</code> property but regardless of what CD I try the result is always empty</p>
","2013-07-04 12:13:57","17477780","1","<python><musicbrainz>","1","0"
"Perform substitution on regex results, but only on a given condition","<p>First of all, let me please clarify that I know absolutely nothing about regular expressions, but I need to write a ""Tagger Script"" for MusicBrainz Picard so that it doesn't mess with the way I format certain aspects of my tracks' titles.</p>

<p>Here's what I need to do:
- Find all sub-strings inside parenthesis
- Then, for those matches that meet a given criteria and those matches only, change the parentheses to brackets</p>

<p>For example, consider this string:
DJ Fresh - Louder (Sian Evans) (Flux Pavilion &amp; Doctor P Remix)</p>

<p>It needs to be changed like so:
DJ Fresh - Louder (Sian Evans) [Flux Pavilion &amp; Doctor P Remix]</p>

<p>The condition is that if the string within the parentheses contains the sub-string ""dj"" or ""mix"" or ""version"" or ""inch"", etc... then the parentheses surrounding it need to be changed to brackets.</p>

<p>So, the question is:
Is it possible to create a single regex expression that can perform this operation?</p>

<p>Thank you very much in advance.</p>
","2013-01-12 05:01:44","14290445","0","<regex><musicbrainz>","1","1"
"How to retrieve recording relationship on release browse request on musicbrainz","<p>i'm currently getting needed information from musicbrainz, using the following
browse request, browsing a specific artists releases + recordings.
for example: (coldplay)</p>

<blockquote>
  <p><a href=""http://musicbrainz.org/ws/2/release?artist=cc197bad-dc9c-440d-a5b5-d52ba2e14234&amp;fmt=json&amp;inc=recordings"" rel=""nofollow"">http://musicbrainz.org/ws/2/release?artist=cc197bad-dc9c-440d-a5b5-d52ba2e14234&amp;fmt=json&amp;inc=recordings</a></p>
</blockquote>

<p>im interested in getting for each recording its work id.
now i tried adding 'recording-rels' to the includes but it seems only to return relationship between release and recording.
I also tried adding 'recording-level-rels' to includes as mentioned <a href=""https://musicbrainz.org/doc/Development/XML_Web_Service/Version_2#Relationships"" rel=""nofollow"">here</a>
where it states that it should return recordings relationships, but when i try using it - i get the following error:</p>

<blockquote>
  <p>{""error"":""recording-level-rels is not a valid inc parameter for the release resource.""}</p>
</blockquote>

<p>Am I using it wrongly?
To clarify, i'm after the relationship that you get from their site, say from <a href=""https://musicbrainz.org/release/8e602038-c0f2-3c2d-9068-a1a3daca493d"" rel=""nofollow"">this page</a>, where each release has recording of that contains a link to the musicbrainz work id page.</p>

<p>Any help\advice would be very appreciated,
Thank you.</p>
","2015-06-10 19:59:10","30776510","1","<musicbrainz>","2","0"
"Converting unicode characters from returned JSON in python","<p>I am trying to return JSON from the API service from musicbrainz, the returned data for some songs have unicode characters which I am having trouble converting them to regular symbols etc. Kindly let me know what I should be doing here.</p>

<p>JSON:</p>

<pre><code>{
    ""status"": ""ok"",
    ""results"": [{
        ""recordings"": [{
            ""duration"": 402,
            ""tracks"": [{
                ""duration"": 402,
                ""position"": 6,
                ""medium"": {
                    ""release"": {
                        ""id"": ""dde6ecee-8e9b-4b46-8c28-0f8d659f83ac"",
                        ""title"": ""Tecno Fes, Volume 2""
                    },
                    ""position"": 1,
                    ""track_count"": 11
                },
                ""artists"": [{
                    ""id"": ""57c1e5ea-e08f-413a-bcb1-f4e4b675bead"",
                    ""name"": ""Gigi D\u2019Agostino""
                }],
                ""title"": ""You Spin Me Round""
            }],
            ""id"": ""2e0a7bce-9e44-4a63-a789-e8c4d2a12af9""
        }, ....
</code></pre>

<p>Failed Code (example):</p>

<pre><code>string = '\u0420\u043e\u0441\u0441\u0438\u044f'
print string.encode('utf-8')
</code></pre>

<p>I am using this on a windows 7 machine and have python 2.7 and running this code on a command line terminal.. I have the output I get below:</p>

<pre><code>C:\Python27&gt;python junk.py Gigi DGÇÖAgostino Gigi D?Agostino Gigi D\u2019Agostino
</code></pre>

<p>I am expecting the output to be <code>Gigi D' Agostino</code></p>
","2013-01-15 19:09:18","14351051","2","<python><windows><json><cmd><musicbrainz>","3","9"
"RESTful media types for audio/music collection service (with metadata)","<p>I have a large music collection, composed of mp3 files, flac files, and others.  I would like to share it with devices on my local network and computers I am using on remote networks.  It seems to me that HTTP is eminently well-suited to the sharing of files and I wonder if there's anything saner than uPNP (a.k.a DLNA) that my server could implement so that a suitable client could find out what's on the server and query information like track title, artist, composer, cd cover artwork, etc etc - the kind of stuff that would be stored in ID3 tags for an mp3 file.</p>

<p>(My experience of uPNP is limited, but I know it's SOAP-based, which makes me suspicious that it has any good in it, and I know that almost all the googling I've done on it has returned other peoples libraries rather than discussion of the protocol itself, which is another red flag)</p>

<p>(I know also of DAAP, the Itunes format, but that's proprietary and it would appear that Apple like to break it whenever anyone else catches up.  Not so wild about that either)</p>

<p>Any pointers? </p>

<p>Edit: a bit of digging reveals that MusicBrainz have an XML format -  <a href=""http://wiki.musicbrainz.org/MusicBrainz_XML_Meta_Data"" rel=""nofollow noreferrer"">http://wiki.musicbrainz.org/MusicBrainz_XML_Meta_Data</a> - and XSPF could also be (used? abused? discuss) for describing tracks and collections thereof.  Would be interested to see critiques of these formats for this purpose</p>
","2010-09-21 22:37:30","","1","<rest><mp3><upnp><xspf><musicbrainz>","1","1"
"How to programmatically retrieve editing history pages from MusicBrainz using python?","<p>I'm trying to programmatically retrieve editing history pages from the MusicBrainz website. (<code>musicbrainzngs</code> is a library for the MB web service, and editing history is not accessible from the web service). For this, I need to login to the MB website using my username and password.</p>

<p>I've tried using the <code>mechanize</code> module, and using the login page second form (first one is the search form), I submit my username and password; from the response, it seems that I successfully login to the site; however, a further request to an editing history page raises an exception:</p>

<pre><code>mechanize._response.httperror_seek_wrapper: HTTP Error 403: request disallowed by robots.txt
</code></pre>

<p>I understand the exception and the reason for it. I take full responsibility for not abusing the site (after all, any usage will be tagged with my username), I just want to avoid manually opening a page, saving the HTML and running a script on the saved HTML. Can I overcome the 403 error?</p>
","2012-03-10 09:40:43","9645606","1","<python><web><musicbrainz>","2","0"
"MusicBrainz alternative for JavaEE","<p>Is there any Java/J2EE website which opensource their software and data 
(like musicbrainz.org, where a developer can easily set up a personal/development MusicBrainz website by downloading the Perl/CGI webapp and the music data in PostgreSQL dump) ?</p>

<p>It would be good for other developers to learn from this kind of website.</p>

<p>Thanks</p>
","2010-03-11 15:32:37","","0","<java><open-source><java-ee><musicbrainz>","3","2"
"Mapping musicbrainz URIs into Spotify URIs","<p>Does anybody know how can I find Spotify's URI for a given artist/album's musicbrainz URI? Spotify's web-api doesn't solve my problem cause I wanna map all the musicbrainz artists and albums and it's quite slow.</p>
","2012-05-05 13:29:31","10467192","12","<spotify><musicbrainz>","1","0"
"How to parse xml webservice response using java script or jquery","<p>I want to use following xml webservice.
<a href=""http://www.musicbrainz.org/ws/2/artist/?query=artist%3amichael%20jackson"" rel=""nofollow"">www.musicbrainz.org/ws/2/artist/?query=artist:michael jackson</a></p>

<p>which format is like below:</p>

<pre><code>&lt;metadata&gt;&lt;artist-list offset=""0"" count=""3418""&gt;&lt;artist ext:score=""100"" type=""Person"" id=""f27ec8db-af05-4f36-916e-3d57f91ecf5e""&gt;&lt;name&gt;Michael Jackson&lt;/name&gt;&lt;sort-name&gt;Jackson, Michael&lt;/sort-name&gt;&lt;gender&gt;male&lt;/gender&gt;&lt;country&gt;US&lt;/country&gt;
</code></pre>

<p>I just want to parse this xml &amp; get the gender from it .
I used following code to parse xml .
Here i get ext attribute of the artist but not working .</p>

<pre><code>    $.ajax({
        type: 'GET',
        url: 'http://www.musicbrainz.org/ws/2/artist/?query=artist:michael jackson',
        dataType: 'xml',
        success: function(xml){
           // console.log(xml);
            $(xml).find('artist-list').each(function(){
            $(this).find('artist').each(function(){
                            var ext = $(this).attr('ext');
                            alert(ext);
                    });
            });
    }
</code></pre>

<p>});</p>

<p>Anybody can suggest me the example to parse xml using javascript or jquery.</p>
","2012-02-21 07:42:17","9373910","0","<javascript><jquery><xml-parsing><musicbrainz>","1","1"
"Return track-list using musicbrainzngs.search_releases()","<p>I'm getting acquainted with <a href=""http://python-musicbrainzngs.readthedocs.org/"" rel=""nofollow"">musicbrainzngs</a> and have run into a snag. All of the track-lists which are returned from the following are empty. Are there additional parameters I need to provide or is this a bug?</p>

<pre><code>releases = musicbrainzngs.search_releases(
            query='arid:' + musicbrainz_arid
        )
</code></pre>
","2016-01-14 02:04:04","34800153","2","<python><musicbrainz>","1","0"
"musicbrainzngs gives partial results when using release_type list","<p>I have the following code that returns all results ( and all types )</p>

<pre><code>import musicbrainzngs
result = musicbrainzngs.browse_release_groups(""cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493"")
</code></pre>

<p>I just want to filter the results in the API vs the code by setting <code>release_type=[]</code> list and throw everything else away</p>

<pre><code>release_type=['album', 'live', 'single']
result = musicbrainzngs.browse_release_groups(""cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493"", release_type=release_type)
</code></pre>

<p>)</p>

<p>Problem is, this code gives me just the ""live &amp; single"" releases .. even though I specified <code>album</code> as well ...</p>

<pre><code>{'release-group-list': [{'first-release-date': '2011-11-25',
                         'id': '36e41dc0-2a0c-4ff7-b043-097534d52bf6',
                         'title': 'Adele Live at the Royal Albert Hall',
                         'type': 'Live'},
                        {'first-release-date': '2011',
                         'id': '37367c39-1c91-4a8c-baa7-0a09c3df4b6b',
                         'title': '2011-02-25: Morning Becomes Eclectic, KCRW-FM, Santa Monica, CA, USA',
                         'type': 'Live'},
                        {'first-release-date': '2012-10-05',
                         'id': '4307ecf9-d0f2-4b95-b7ad-2f8cba84a5e9',
                         'title': 'Skyfall',
                         'type': 'Single'},
                        {'first-release-date': '2011-04-28',
                         'id': 'c9ddd0ed-ba23-4dfc-bb7e-42f8ffb21fb7',
                         'title': '2011-04-08: Paradiso FM, Amsterdam, Netherlands',
                         'type': 'Live'}]}
</code></pre>

<p>And I do have releases with <code>type='Album'</code> without using <code>release_type</code> i.e:</p>

<pre><code>{
  'first-release-date': '2011-07-13',
  'id': '763f800f-4284-432b-b056-7f6e0aa26bfe',
  'title': 'iTunes Festival: London 2011',
  'type': 'EP'
},
{
  'first-release-date': '2011-07-04',
  'id': '7c2071cb-598d-4a0c-b1d5-a53e2cb9b5f8',
  'title': 'Set Fire to the Rain',
  'type': 'Single'
},
{
  'first-release-date': '2008-01-27',
  'id': '9796da06-2d59-3176-8598-2105f31ee54a',
  'title': '19',
  'type': 'Album'
},
</code></pre>

<h1>EDIT2</h1>

<p>Very strange result when I use <code>release_type=['album']</code> ( without <code>live</code> &amp; <code>single</code> ) - I receive now Album &amp; Live types (?!?!)</p>

<pre><code>release_type=['album']
result = musicbrainzngs.browse_release_groups(""cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493"", release_type=release_type)

{'release-group-list': [{'first-release-date': '2011-11-25',
                         'id': '36e41dc0-2a0c-4ff7-b043-097534d52bf6',
                         'title': 'Adele Live at the Royal Albert Hall',
                         'type': 'Live'},
                        {'first-release-date': '2011',
                         'id': '37367c39-1c91-4a8c-baa7-0a09c3df4b6b',
                         'title': '2011-02-25: Morning Becomes Eclectic, KCRW-FM, Santa Monica, CA, USA',
                         'type': 'Live'},
                        {'first-release-date': '2008-01-27',
                         'id': '9796da06-2d59-3176-8598-2105f31ee54a',
                         'title': '19',
                         'type': 'Album'},
                        {'first-release-date': '2012',
                         'id': 'ad1343e8-1832-4035-8dcc-0bed2daa5ace',
                         'title': 'Greatest Hits',
                         'type': 'Compilation'},
                        {'first-release-date': '2011-04-28',
                         'id': 'c9ddd0ed-ba23-4dfc-bb7e-42f8ffb21fb7',
                         'title': '2011-04-08: Paradiso FM, Amsterdam, Netherlands',
                         'type': 'Live'},
                        {'first-release-date': '2011-01-19',
                         'id': 'e4174758-d333-4a8e-a31f-dd0edd51518e',
                         'title': '21',
                         'type': 'Album'}]}
</code></pre>

<p>Any idea why ?</p>
","2015-09-27 11:27:40","","0","<python><musicbrainz>","0","6"
"Album mbId in track's metadata","<p>I am using MusicBrainz to get a track's meta data. I want to get the track's album's mbid. I am doing the following lookup using ISRC code. </p>

<blockquote>
  <p><a href=""https://musicbrainz.org/ws/2/isrc/USRC11600201?fmt=json"" rel=""nofollow noreferrer"">https://musicbrainz.org/ws/2/isrc/USRC11600201?fmt=json</a></p>
</blockquote>

<p>But in response I don't get any metadata related to the album of the track. I get the following response: </p>

<blockquote>
  <p>{
      ""isrc"": ""USRC11600201"",
      ""recordings"": [
          {
              ""disambiguation"": ""single remix"",
              ""title"": ""Cheap Thrills"",
              ""id"": ""92e27a47-3546-4bc2-a9f7-b19e43d7a531"",
              ""length"": 223000,
              ""video"": false
          },
          {
              ""length"": 218540,
              ""video"": false,
              ""title"": ""Cheap Thrills"",
              ""disambiguation"": """",
              ""id"": ""5845e975-33b4-4b0d-8e74-8f57d128b3d1""
          }
      ]
  }</p>
</blockquote>

<p>I have tried various combinations of the ""inc"" sub query parameter as well but nothing works. Please help me out. I am really stuck at this.</p>
","2018-05-03 18:40:34","50197128","1","<musicbrainz>","2","0"
"MusicBrainz Server Update","<p>I successfully installed a freshly downloaded virtual instance a few days ago, running in VirtualBox on Windows 10. Seems to be working fine. Noticed that under 'Statistics' on the home page is was dated April 2016. Configured with a key for replication, ran 'bin/replicate start' and now the Statistics page update is 05/22/16. Interestingly the mirror <a href=""http://musicbrainz-mirror.eu:5000/"" rel=""nofollow"">http://musicbrainz-mirror.eu:5000/</a> shows the same 05/22/16 date.</p>

<p>It seems the database schema changed on 05/23/16 (<a href=""https://blog.musicbrainz.org/2016/05/25/schema-change-release-2016-05-23-with-upgrade-instructions/"" rel=""nofollow"">https://blog.musicbrainz.org/2016/05/25/schema-change-release-2016-05-23-with-upgrade-instructions/</a>) but the virtual machine available for download is dated 2015-08-06 on <a href=""http://musicbrainz.org/doc/MusicBrainz_Server/Setup"" rel=""nofollow"">http://musicbrainz.org/doc/MusicBrainz_Server/Setup</a></p>

<p>So automatic updating stops at 5/22 with the current virtual machine. Seems to make sense but where is the latest virtual machine build, or is that left to the user to build from the GitHub repository?</p>
","2016-07-06 14:26:42","38233282","0","<musicbrainz>","1","0"
"Parse XML (musicbrainz) In Python","<p>I am trying to import urls like this one (<a href=""http://musicbrainz.org/ws/2/artist/72c536dc-7137-4477-a521-567eeb840fa8"" rel=""nofollow"">http://musicbrainz.org/ws/2/artist/72c536dc-7137-4477-a521-567eeb840fa8</a>) into python and extract the value of the ""gender"".</p>

<pre><code>import urllib2
import codecs
import sys
import os
from xml.dom import minidom
import xml.etree.cElementTree as ET

#urlbob = urllib2.urlopen('http://musicbrainz.org/ws/2/artist/72c536dc-7137-4477-a521-567eeb840fa8')
url = 'dylan.xml'

#attempt 1 - using minidom
xmldoc = minidom.parse(url)
itemlist = xmldoc.getElementsByTagName('artist') 

#attempt 2 - using ET
tree = ET.parse('dylan.xml')
root = tree.getroot()

for child in root:
    print child.tag, child.attrib 
</code></pre>

<p>I can't seem to get at gender either via the mini-dom stuff or the etree stuff. In its current form, the script returns</p>

<pre><code>{http://musicbrainz.org/ns/mmd-2.0#}artist {'type': 'Person', 'id': '72c536dc-7137-4477-a521-567eeb840fa8'}
</code></pre>
","2014-11-16 23:24:26","","0","<python><xml><musicbrainz>","2","5"
"Search for AcoustID on Musicbrainz","<p>Muscibrainz offers <a href=""http://acoustid.org/"" rel=""nofollow"">acoustID</a> fingerprints, e.g., <a href=""http://musicbrainz.org/recording/d486f8c5-e19d-4892-a808-4047cd05d786/fingerprints"" rel=""nofollow"">here</a></p>

<p>However, i do not find a possibility to directly search for them (like it is possible for the <a href=""http://musicbrainz.org/search"" rel=""nofollow"">PUIDs</a> or <a href=""http://echoprint.musicbrainz.org/search"" rel=""nofollow"">echoprints</a>)</p>

<p>Am I missing something?</p>

<p>acoustid.org offers the information I want, but not as a Acoustid WebService.</p>

<p>Example: given the fingerprint 
<strong>453a8e75-ef90-4f31-a2b2-84494219bd3b</strong>
I want the information provided by the following page:
<a href=""http://acoustid.org/track/453a8e75-ef90-4f31-a2b2-84494219bd3b"" rel=""nofollow"">http://acoustid.org/track/453a8e75-ef90-4f31-a2b2-84494219bd3b</a></p>

<p>(sidenote: I'm not interested in any fingerprint matching process, I just want all entries with a given acoustID)</p>
","2013-03-22 13:45:03","15587096","5","<web-services><fingerprinting><audio-fingerprinting><musicbrainz>","3","3"
"How do I calculate song popularity based on MusicBrainz ID?","<p>So I have 3 things for each song:</p>

<pre><code>Name

Artist

MusicBrainz ID
</code></pre>

<p>How do I sort them by popularity?<br>
What service can I use to match a song with it's 'stats'?  </p>

<p>I was thinking of using YouTube, but I'm worried I'll get irrelevant results like parodies or lyrics videos etc.</p>

<p>Is there any popular service (with active <code>API/Java library</code>) that I can use to get vital stats of a song (<code>plays, hits, votes, likes, shares</code>) whatever?</p>
","2013-03-27 22:59:23","","3","<api><sorting><musicbrainz>","2","2"
"Musicbrainz SQL database","<p>While searching for a music database I came across musicbrainz, I found a SQLite Musicbrainz database.</p>

<p>You can find the database scheme <a href=""http://webhome.cs.uvic.ca/~thomo/schema.jpg"" rel=""nofollow"">here.</a></p>

<p>and a file with create table statements and explanatory comments <a href=""http://webhome.cs.uvic.ca/~thomo/schema_with_comments.txt"" rel=""nofollow"">here.</a></p>

<p>The problem is that I only need the artist names and their songs in my data base.</p>

<p>I tried to create a new database with the artists and song names for hours yesterday, but i couldn't get it to work.</p>

<p>What i'm trying to do is something like this:</p>

<pre><code>Artist| Song |
--------------
Eminem|When i'm gone
Eminem|Lose yourself
The Eagles|Hotel California
</code></pre>

<p>Thanks everybody!</p>
","2016-03-04 12:20:33","","0","<sql><database><sqlite3><musicbrainz>","1","2"
"SQL: Take the oldest date from a table like [ date_year, date_month, date_day ]","<p>i have this table called RELEASE:</p>

<pre><code>*Country, Album, Date_year, Date_month, Date_day*
  Italy    Z      1940       2           27
  Italy    Y      1992       11          22
  Italy    X      1940       1           20
  Italy    R      1998       null        null
  France   W      1944       9           18
  UK       L      1989       8           21
  UK       P      1970       10          1
  Germany  E      2002       null        null
</code></pre>

<p>I need to specify a SQL query that take the <strong>name of album</strong>, the <strong>name of country</strong> and the <strong>date (year, month, day)</strong> of the <strong>oldest album</strong>.</p>

<p>(it's ok also if the values of month and day are null)</p>

<p>I can't use <strong>LIMIT, OFFSET, ROWNUM</strong>... i can use only standard SQL constructs.</p>

<p>I try to make this query but <strong>it isn't correct</strong>:</p>

<pre><code>SELECT country, album, min(date_year), min(date_month), min(date_day)
FROM release
</code></pre>

<hr>

<p>The result it would be:</p>

<pre><code> *Country, Album, Date_year, Date_month, Date_day*
  Italy    X      1940       1           20
</code></pre>

<hr>

<p>How i can solve? Thanks</p>
","2017-07-13 14:03:04","","0","<mysql><sql><database><postgresql><musicbrainz>","2","5"
